tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,root
9415,117684,True,2017-11-01 00:06:13+00:00,No #tvinternetphone service for over 24 hours! I'm disappointed in your customer service and ability to resolve this issue @115900,9414,,9415
9414,comcastcares,False,2017-11-01 00:10:27+00:00,"@117684 I see that you've recently posted about your Comcast services, DM your account # so I can look into this &amp; speak privately. ~DB",,9415.0,9415
16983,119735,True,2017-10-31 22:25:17+00:00,Both of this arrived today @115900 @116136 @119737...&amp; I am a customer- 2 years now. Asleep at the wheel. @119738 #plasticpollution https://t.co/23RtxUpsq9,16982,,16983
16982,116136,True,2017-10-31 22:30:25+00:00,@119735 Hi - Visit this link to learn more about registering for our Do Not Mail list: https://t.co/NnwU5K9It3 -Cece,16981,16983.0,16983
16981,119735,True,2017-11-01 00:26:41+00:00,@116136 Ps. The mailings-not coming to my attention (current resident) so it’s not possible to opt out. I am also on the @119736 Do Not Call Registry.,16980,16982.0,16983
16980,comcastcares,False,2017-11-01 04:04:44+00:00,"@119735 Hello, I do apologize for the trouble. Please DM so we can discuss.~RD",,16981.0,16983
18479,120110,True,2017-11-01 03:48:34+00:00,@comcastcares is there an outtage in Queen Anne? Internet no longer working.,"18478,18480",,18479
18480,comcastcares,False,2017-11-01 05:41:18+00:00,"@120110 I can definitely check on the status of your services. Please send a DM with your full name, address,",,18479.0,18479
18478,comcastcares,False,2017-11-01 05:41:24+00:00,@120110 and the phone number associated with the account so I can assist with this issue. Thanks! -KW,,18479.0,18479
18753,120185,True,2017-11-01 03:49:03+00:00,Good time for my cable to go out AGAIN. Nice job @116136.,"18752,18754",,18753
18754,comcastcares,False,2017-11-01 05:59:02+00:00,"@120185 Hi, I understand how frustrating it is when service is disrupted and I'd like to help. Please send a DM with your name,",,18753.0,18753
18752,comcastcares,False,2017-11-01 05:59:07+00:00,"@120185 address, and the phone number tied to the account so I can look into this cable issue. -KW",,18753.0,18753
41797,125206,True,2017-11-01 00:44:57+00:00,"@comcastcares If you truly care, remove the ""Service Alert"" from my TV screen IMMEDIATELY that is blocking my view of the World Series!!!","41795,41798",,41797
41795,125206,True,2017-11-01 00:46:19+00:00,"@comcastcares Is anyone there?   Please get that garbage ""SERVICE ALERT"" off my TV screen so I can view the World Series!!","41794,41796",41797.0,41797
41796,comcastcares,False,2017-11-01 03:57:37+00:00,@125206 Hi! Please excuse the delay. I understand your frustrations regarding your service. I would be happy to look into this for you. Would you,1971440,41795.0,41797
41794,comcastcares,False,2017-11-01 03:57:41+00:00,"@125206 please DM your name, account number, and the phone number associated with the account so I may better assist you? Thank you. -LO",41793,41795.0,41797
1971440,125206,True,2017-11-01 14:27:06+00:00,"@comcastcares Throughout the day, a ""Service Alert"" comes up on the screen &amp; only way to get rid of it is with remote control. I don't always have remote.",,41796.0,41797
41793,125206,True,2017-11-01 14:27:22+00:00,@comcastcares What's DM?,41792,41794.0,41797
41792,comcastcares,False,2017-11-01 15:30:15+00:00,@125206 A DM is a direct message. If you need help sending one this (https://t.co/juVJjGhdxf) link should help!-JG,,41793.0,41797
45811,126157,True,2017-11-01 13:56:16+00:00,It’s not just a rural problem. #Comcast doesn’t offer its top tier home iternet service in my neighborhood. #DeepEastOakland #DigitalDivide https://t.co/cwC8iObn2S,45810,,45811
45810,comcastcares,False,2017-11-01 16:29:51+00:00,@126157 Thank you for reaching out to us about XFINITY Internet. We can look at what is available in your area. Please DM your full address. -Claude,45805,45811.0,45811
45805,126157,True,2017-11-01 16:31:08+00:00,"@comcastcares You cant b serious. 94621. Im sure of this, i recently dumped #Comcast",45803,45810.0,45811
45803,comcastcares,False,2017-11-01 16:36:40+00:00,"@126157 Internet speeds vary across the Comcast footprint, I would need a specific address to find out what is available. -Claude",45804,45805.0,45811
45804,126157,True,2017-11-01 16:46:16+00:00,"@comcastcares Claude, I already know whats available and what isnt in my neighborhood. Thats what my original post is about",45806,45803.0,45811
45806,comcastcares,False,2017-11-01 17:15:12+00:00,@126157 Are you having a billing or service issue that I can assist you with today? -VG,45807,45804.0,45811
45807,126157,True,2017-11-01 17:29:27+00:00,@comcastcares This thread is a perfect snapshot of inept #Comcast customer service! They’re super helpful &amp; responsive when u r NOT locked into a contract,45808,45806.0,45811
45808,comcastcares,False,2017-11-01 17:37:08+00:00,"@126157 If you're having an issue that I can assist you with, feel free to reach out anytime. -VG",45809,45807.0,45811
45809,126157,True,2017-11-01 17:38:16+00:00,@comcastcares STOP PLEASE,,45808.0,45811
46863,126428,True,2017-11-19 04:34:02+00:00,"@ComcastCares
#mobile_Care..how much longer will this outage last",46862,,46863
46862,comcastcares,False,2017-11-19 05:28:49+00:00,@126428 Hello there. I would like to look into this for you. Can you please send a DM with your first and last name along with your primary phone number and service address? -CMH,,46863.0,46863
46917,126446,True,2017-11-19 03:37:57+00:00,dear @comcastcares your privilege is showing in the selection of quotes you're displaying. fix it.,46916,,46917
46916,comcastcares,False,2017-11-19 05:02:45+00:00,"@126446 Hello, thanks for reaching out to your concerns and I'm happy to help. Can you DM more detail? ~AT",,46917.0,46917
46922,126447,True,2017-11-19 03:19:50+00:00,"Alrighty, so power was out, but it’s fixed. The internet however is not fixed. No clue when @comcastcares is going to fix it, but hopefully it’ll be soon. Oh yeah, forgot to mention. A FUCKING TORNADO HIT MY NEIGHBORHOOD EARLIER.","46921,46923",,46922
46921,comcastcares,False,2017-11-19 04:40:50+00:00,"@126447 Hello, Nathan. I want to look into this for you, Please DM me your address and number so I can get your account pulled up and better assist. -AR",46920,46922.0,46922
46920,126447,True,2017-11-19 04:48:09+00:00,@comcastcares I already know what the issue is. Cable lines are the only thing down right now. Due to the fact that a tornado came through my neighborhood today.,46919,46921.0,46922
46919,126447,True,2017-11-19 04:49:20+00:00,"@comcastcares But, should I still DM to figure out when it will be fixed??",46918,46920.0,46922
46918,comcastcares,False,2017-11-19 04:51:16+00:00,"@126447 Yes, please DM me your account information so I can get more details on when it will be resolved. -AR",,46919.0,46922
51789,127645,True,2017-11-01 16:30:12+00:00,@116136 I’ve been on hold for almost half an hour. Is everyone in India gone for the day?,51787,,51789
51787,comcastcares,False,2017-11-01 18:14:14+00:00,"@127645 Hello. I want to help. Can you please DM me your full name, service address, and phone number? -MV",51788,51789.0,51789
51788,127645,True,2017-11-01 19:03:39+00:00,@comcastcares I gave up - took so long. Researching satellite night.,51790,51787.0,51789
51790,comcastcares,False,2017-11-01 19:07:09+00:00,"@127645 Ok. If you change your mind, please reach out! -MV",,51788.0,51789
51796,127647,True,2017-11-01 16:36:00+00:00,"Dear @115900 I am convinced you guys either have morons working for you. That, or your training department needs some immediate revamp!",51795,,51796
51795,comcastcares,False,2017-11-01 18:09:57+00:00,@127647 Sounds like something happened. Could you DM me what's going on? I'd love to help out!-JG,,51796.0,51796
53765,128162,True,2017-11-01 18:13:34+00:00,@ComcastCares 2) whole neighborhood is experiencing for weeks. It is affecting my job (work from home),53764,,53765
53764,comcastcares,False,2017-11-01 18:46:35+00:00,@128162 Please send us a DM with your account info.  I can look into any area wide issues.--JV,,53765.0,53765
58996,129445,True,2017-11-01 20:21:56+00:00,@comcastcares Why are we down again? No hurricane. No wildfires. C'mon guys!,"58995,58997",,58996
58997,comcastcares,False,2017-11-01 20:29:54+00:00,"@129445 Hi, I'll be happy to check on the status of your services. Please send a DM with your full name, address,",,58996.0,58996
58995,comcastcares,False,2017-11-01 20:29:59+00:00,@129445 and the phone number associated with your account so I can look into your concerns. Thank you! -KW,,58996.0,58996
63380,130546,True,2017-11-01 21:54:18+00:00,@ComcastCares I️ need some assistance,63379,,63380
63379,comcastcares,False,2017-11-01 21:58:12+00:00,@130546 I can assist with any account questions or service issues. Could you please send a DM with your account info? -CRP,,63380.0,63380
66323,131177,True,2017-11-30 03:34:31+00:00,@comcastcares ur website is an asshole,66322,,66323
66322,comcastcares,False,2017-11-30 08:41:52+00:00,"@131177 Jeffrey, what is the issue you are having with the website? I'd love to help you out. - DS",,66323.0,66323
70791,131881,True,2017-11-30 06:33:46+00:00,"@ComcastCares
#mobile_Care what’s going on with my internet?!?",70790,,70791
70790,comcastcares,False,2017-11-30 09:48:42+00:00,@131881 I apologize for the disruption in your internet service. Can you please send us a DM with the full name name on the account and either the full account number or the phone number associated with the acct. I'd like to review your acct so I can assist. -DR,,70791.0,70791
70793,131882,True,2017-11-30 06:29:08+00:00,"@ComcastCares
#mobile_Care can I have my internet and cable back now please? #outage",70792,,70793
70792,comcastcares,False,2017-11-30 09:48:35+00:00,@131882 I apologize for the disruption in your cable and internet service. Can you please send us a DM with the full name name on the account and either the full account number or the phone number associated with the acct. I'd like to review your acct so I can assist. -DR,,70793.0,70793
70797,131884,True,2017-11-30 05:11:17+00:00,@115900 got a billing problem contact me please,70796,,70797
70796,comcastcares,False,2017-11-30 09:46:24+00:00,"@131884 Hi, I can help with your billing issue. Can you DM the details along with the name, address, and phone number on the account?-Sean",,70797.0,70797
96080,136938,True,2017-11-30 14:49:24+00:00,@116136 I have business for a reason!  Please resolve the outage soon so I can work. These outages are affecting my livelihood. If I have no job guess what you lost a customer.,96079,,96080
96079,comcastcares,False,2017-11-30 16:19:19+00:00,"@136938 I apologize that you have been experiencing issues with your service, and I am happy to look into this for you. Can you send a DM with your full name, service address, and the phone number registered to your account, so I can locate your account and assist? - Noah",,96080.0,96080
97897,137460,True,2017-11-30 14:48:33+00:00,"@ComcastCares
#mobile_Care why is it that whenever I have a cable outage, it only affects CBS and not NBC...?!  This is the 3rd time in as many months that I can get pretty much any channel except CBS.",97896,,97897
97896,comcastcares,False,2017-11-30 16:30:46+00:00,"@137460 @137460 I apologize that you have been experiencing issues with your service, and I am happy to look into this for you. Can you send a DM with your full name, service address, and the phone number registered to your account, so I can locate your account and assist? - Noah",,97897.0,97897
104468,139054,True,2017-11-15 21:58:01+00:00,"For the sixth consecutive year, Comcast NBCUniversal earned a score of 100 percent on @139055's Corporate Equality Index (CEI) and was named a Best Place to Work for #LGBTQ Equality. https://t.co/EoTkVdUAmv https://t.co/BHJx7BtdjZ",104467,,104468
104467,139031,True,2017-11-30 18:09:14+00:00,"@139054 @116136 @139055 @116136 @139055 really? Comcast is a horrible company, treats its customers like garbage, can't imagine they treat their employees any better, especially the #LGBT community!",104465,104468.0,104468
104465,comcastcares,False,2017-11-30 18:11:05+00:00,@139031 I am sorry you feel this way and would like to turn this around for you. Please reach out if you need us. - GW,104466,104467.0,104468
104466,139031,True,2017-11-30 18:25:34+00:00,@comcastcares I'm in another chat session with AT&amp;T to figure out which one of my only two choices is going to screw me over the least after Dec 14th.,,104465.0,104468
104472,139057,True,2017-11-30 17:40:28+00:00,"@ComcastCares
#mobile_Care I paid my bill Nov 20 and it shows I still owe for November",104471,,104472
104471,comcastcares,False,2017-11-30 18:10:26+00:00,@139057 Hi Keri. I'll check on my end to see what happened with your bill. Can you send me a DM with your account info? -RR,,104472.0,104472
104494,137455,True,2017-11-30 18:00:52+00:00,"Hey @116136 why is my internet speed 21down\2up when I pay for 50down\5up in Oregon City, OR? @ComcastCares @115900 #comcast #speedtest",104493,,104494
104493,comcastcares,False,2017-11-30 18:03:59+00:00,@137455 Please DM your account info for assistance. -Jules,,104494.0,104494
106675,139652,True,2017-11-30 17:38:52+00:00,@116136 Your crappy internet service just cost me $100. Thanks.,106674,,106675
106674,comcastcares,False,2017-11-30 18:54:43+00:00,@139652 I will be happy to look into your internet issues. Please DM me your account info so I can help. -GR,,106675.0,106675
106734,139670,True,2017-11-30 16:47:55+00:00,"@116136 @139671 so I have to set up my account as a new account, pay new account fees but before 30 days when I want to change my plan I am an existing account and cant get new consumer rates You talk about filtering the truth but cant be truthful to your customers. #Fail",106733,,106734
106733,comcastcares,False,2017-11-30 18:42:35+00:00,"@139670 Hi Michael, thanks for reaching out. This is not the experience we want for you. I'm happy to help with your billing and account needs going forward. To get started, please DM me your account information. Thanks again. -JRW",,106734.0,106734
112616,141005,True,2017-11-23 20:15:10+00:00,"This thread is nothing but Comcast trying to convince people they're not actively doing what they're publicly doing.

The people are not having any of it.

@116136, @115725, and the rest of you.  You attacked the American people's freedom. https://t.co/kItQVqShUl",112615,,112616
112615,141005,True,2017-11-23 20:16:24+00:00,"@116136 @115725 Oh, and I didn't mention @141006 for the simple reason that I already mentioned @115725.  They're one in the same.  A fox in the henhouse.",112614,112616.0,112616
112614,comcastcares,False,2017-11-23 20:25:28+00:00,@141005 I'll be happy to assist with any internet issues you're experiencing. Could you please send a DM with your phone number and name on the account? -CRP,,112615.0,112616
119211,142424,True,2017-11-23 21:50:53+00:00,@comcastcares is there a major outage around 47001,119210,,119211
119210,comcastcares,False,2017-11-23 22:41:42+00:00,@142424 Hi Steven. I'd like to check on your service concerns. Please send me a DM with your address and phone number so I can access your account. - SL,,119211.0,119211
119246,142435,True,2017-11-23 21:15:41+00:00,My grandpa has blamed me for “breaking the cable box” because I’ve had “too much to drink” hey @116136 figure I️t the fuck out https://t.co/ut5FdLeGpc,119245,,119246
119245,comcastcares,False,2017-11-23 22:26:04+00:00,"@142435 Hello. Can you please DM me your full name, service address, and phone number? -MV",,119246.0,119246
122207,143244,True,2017-11-22 19:13:10+00:00,"We're currently investigating into some issues in joining EU and Bedrock servers🔧. 

Thank you for your patience!",122206,,122207
122206,143243,True,2017-11-23 23:38:40+00:00,@143244 Are you fucking kidding Mineplex? 37 hours and still down? Get that pole out your ass and do your fucking job. Xfinity has better connections and services than you fuckwads do. That's NOT a good thing.,122205,122207.0,122207
122205,comcastcares,False,2017-11-23 23:55:21+00:00,"@143243 If you have any questions, please feel free to reach out. -MV",,122206.0,122207
124248,143803,True,2017-11-23 22:52:49+00:00,"@comcastcares I want report a service outage in the Lincoln Square neighborhood of Chicago. I tried to explain this to an agent over the phone, but he seemed not understand. This is our third outage in a month.",124247,,124248
124247,comcastcares,False,2017-11-24 01:31:53+00:00,@143803 I'm sorry to hear that you have had issues with your service. I can look into this for you. Can you please DM your first and last name along with your service address and the primary phone number listed on the account? -CMH,,124248.0,124248
124269,143811,True,2017-11-23 22:41:39+00:00,@comcastcares my internet is out for the 3rd time this month. Really @116136 why so many outages?,124268,,124269
124268,comcastcares,False,2017-11-24 01:19:08+00:00,@143811 We can help! Can you send us a DM with your address and phone number so we can take a look and see what's going on? -AY,,124269.0,124269
126968,144496,True,2017-11-24 03:36:20+00:00,omfg.. everytime i call @116136 for support i get sent to a fuckin Pajeet in India.. but on Thanksgiving you wanna act like no Indians are there to support during an American exclusive holiday? LMFAOOOO you fucking pieces of shit. I wish immediate death upon all of you.,126967,,126968
126967,comcastcares,False,2017-11-24 03:37:52+00:00,"@144496 Hi there, we would like to help. Please DM us your account information so we can assist you. - RB",,126968.0,126968
132724,145949,True,2017-11-24 02:02:12+00:00,"Sorry guys. I've been unable to do my development stream this holiday due to my internet connection. I'll be attempting to replace my modem tomorrow but if that isn't the problem and #xfinity is unable to fix their service on their end in that case, I'll be SOL. Happy Holidays.",132723,,132724
132723,comcastcares,False,2017-11-24 08:07:33+00:00,"@145949 Hi, we would like to look into your internet service for you. Please send us a DM with your acct number and full address. Thank you, -EP",,132724.0,132724
132873,145958,True,2017-11-24 01:48:09+00:00,@comcastcares - another outage?,132872,,132873
132872,comcastcares,False,2017-11-24 07:59:20+00:00,"@145958 Hi, I can look into your service and the surrounding area for you. Can you DM the name and address on the account?-Sean",,132873.0,132873
139258,147389,True,2017-11-24 10:35:06+00:00,"@ComcastCares
#mobile_CareXI
Is Comcast down? Can't seem to stream shows",139257,,139258
139257,comcastcares,False,2017-11-24 10:47:37+00:00,@147389 I can definitely check your area. Could you please DM me your service address? - DS,,139258.0,139258
150905,140146,True,2017-11-24 15:27:37+00:00,Here we go again @116136! Guess I shouldn't try to watch TV when it's convenient for me. Send me a schedule for when the box is going to go out. #blackscreentv,150904,,150905
150904,comcastcares,False,2017-11-24 15:42:54+00:00,@140146 Oh no! I would like to look further into this. Please send me a DM. -MSA,,150905.0,150905
154038,151277,True,2017-11-24 15:57:34+00:00,@116136 can I search for on demand movies on my computer?,154037,,154038
154037,comcastcares,False,2017-11-24 16:42:01+00:00,@151277 Good question! You can search and view Xfinity On Demand content online at https://t.co/VtRjnQWfIX. -MT,,154038.0,154038
154046,151280,True,2017-11-24 14:48:37+00:00,"Hey @116136 @comcastcares can y'all come to Phoenix? I'd immediately cancel with my other providers, I miss you!",154045,,154046
154045,comcastcares,False,2017-11-24 16:39:28+00:00,@151280 Hello Gavin! Could you please send a DM with the service address and I can look into serviceability for you? - SG,,154046.0,154046
154059,151285,True,2017-11-24 14:04:15+00:00,heyyyy @116136 I can't even trust you to come and fix my cable within the hours you tell me you'll be there.... https://t.co/pKED1f4VU4,154058,,154059
154058,comcastcares,False,2017-11-24 16:35:18+00:00,@151285 Thank you for reaching out to us. I would be more than happy to look into your cable concerns can you please DM us when you have a moment? -LT,,154059.0,154059
157369,152148,True,2017-11-23 22:28:15+00:00,"@127051 I’m an Xfinity customer and would like to get a phone line through you guys, but would like to talk about pricing",157368,,157369
157368,comcastcares,False,2017-11-24 17:15:00+00:00,"@152148 Hello I can assist you with pricing about our mobile service, please provide me the full primary name and address with the associated account number too. -Will",,157369.0,157369
159472,152709,True,2017-11-24 17:09:02+00:00,"An @115900 technician successfully set up internet and cable for a neighbor, but turned mine off to do so... and now I am being told they can’t get back out until tomorrow.  Call me @ATT","159471,159473",,159472
159471,ATT,False,2017-11-24 17:32:51+00:00,"@152709 Hello, Brendan. . Do you mind direct messaging us with your account info so that we may properly assist? We'll be waiting to hear back from you.  ^BrianaB",,159472.0,159472
159473,comcastcares,False,2017-11-24 18:18:24+00:00,"@152709 Hi Brendan, thanks for reaching out. This sounds a frustrating experience and I'd like to investigate your connection and appointment concerns further. Please DM me your account info. Thanks again. -JRW",,159472.0,159472
160785,153059,True,2017-11-24 18:29:52+00:00,@comcastcares this is how our box was left on the outside of our house. https://t.co/E5djqwuMaq,160784,,160785
160784,comcastcares,False,2017-11-24 18:32:57+00:00,"@153059 Hi Darren, thanks for the photo. This is certainly not the experience we want for you. I'm happy to help take care of your outside box concern. To get started, please DM me your account information. Thanks again. -JRW",,160785.0,160785
160787,153060,True,2017-11-24 16:24:51+00:00,"So @115900 is using people's home wi-fi points to offer unsecured access to passersby and then selling that data.
1. As a paying customer, the default shouldn't be to have an open access for others to use.
2. That slows down speeds for everyone.
3. That's shady.",160786,,160787
160786,comcastcares,False,2017-11-24 18:32:11+00:00,"@153060 I will be happy to answer any question you have about our hotspots. Please DM, so I can help without a character limit. -GR",,160787.0,160787
162488,153528,True,2017-11-24 18:40:42+00:00,"@115900 I've been with Xfinity since 2003 and recently moved, my bill didn't make sense so I went into the store, the guy said great news! I can add home security and lower your bill with no agreement.
Lied! Lied!Lied!
I'm taking my equipment back and will NEVER us them again!",162487,,162488
162487,comcastcares,False,2017-11-24 18:48:53+00:00,"@153528 Good afternoon!  I do apologize for the misunderstanding.  Can you please DM me your name, service address or your account number? I would love to take a closer look at this issue for you. -Ari",,162488.0,162488
163889,153930,True,2017-11-24 19:30:10+00:00,"@comcastcares   Billing trouble every months for 3 months, erroneous &amp; unauthorized charges.  Every with @116136, check your bills for charges movies and sports channels that are put on bill without authorization!!  Customer service committed to calling me back 3 weeks ago!",163887,,163889
163887,comcastcares,False,2017-11-24 19:38:51+00:00,@153930 Oh no! I would like to look into this and further discuss your concerns. Please send me a DM. -MSA,163888,163889.0,163889
163888,153930,True,2017-11-24 20:36:32+00:00,"@comcastcares Account #__credit_card__ / Delores Dusek.  3 months of erroneous charges, including a phone line that was d/c for 3 yrs.  I keep having to call 4 credits and last time a supervisor was to research and call me back.  Now month fee up $30 No call.  Cell I left was 773.655.1117.",163890,163887.0,163889
163890,comcastcares,False,2017-11-24 20:37:52+00:00,@153930 Please delete your last Tweet as it was posted publicly and contains private information. Please send me a DM for assistance. Thank you. -MSA,,163888.0,163889
163892,153931,True,2017-11-24 19:24:18+00:00,@comcastcares internet went out and theirs only 7 reports for the Denver server ya I don't think so.,163891,,163892
163891,comcastcares,False,2017-11-24 19:33:10+00:00,@153931 I would like to check the area for you. Can you send me a DM with your full address? -DC,,163892.0,163892
163909,153938,True,2017-11-24 18:56:10+00:00,"@116136  What is going on with the menu function? Everything says ""to be announced""! It's driving me crazy! Please fix this!",163908,,163909
163908,comcastcares,False,2017-11-24 19:14:13+00:00,"@153938 I'm sorry about this menu issue, that definitely sounds frustrating! I can look into this for you and help get it fixed. To get started can you send me a DM with your service address? -MT",,163909.0,163909
169937,155587,True,2017-11-24 21:18:03+00:00,@115900 🖕 https://t.co/HEDrLL4hCq,169936,,169937
169936,comcastcares,False,2017-11-24 21:25:01+00:00,@155587 Hello. I’d like to help get your internet up to speed. Could you DM me so we can talk in more detail? –EK,,169937.0,169937
173795,156697,True,2017-11-24 20:50:13+00:00,@115900 @comcastcares Thank you for the excellent customer service!!,"173794,173796",,173795
173794,116136,True,2017-11-24 21:06:28+00:00,@156697 We appreciate the shout-out! We've been working hard to improve our customer experience. More here: https://t.co/pXzisnIV2g -Sami,173792,173795.0,173795
173792,156695,True,2017-11-24 22:52:18+00:00,@116136 @156697 Bullsh1t.,173789,173794.0,173795
173789,comcastcares,False,2017-11-24 23:05:09+00:00,@156695 I will be happy to assist with your internet issues. Please DM me your account info so I can help. -GR,"173790,173791",173792.0,173795
173790,156695,True,2017-11-25 01:25:22+00:00,@comcastcares I'm suing you &lt;3,,173789.0,173795
173791,156696,True,2017-11-25 20:18:25+00:00,"@comcastcares @156695 Unless you can take a hardline stance against net neutrality, our internet issues will be ongoing. #GoFCCYourself",173793,173789.0,173795
173793,156695,True,2017-11-25 21:42:22+00:00,@156696 @comcastcares If it goes through YouTube will have to pay every creator. Thats 689 million people including children. #readabookbitch,,173791.0,173795
175675,157280,True,2017-11-24 23:51:37+00:00,"@9999 has among the worst customer service I experienced, second only, perhaps, to comcast.",175674,,175675
175674,comcastcares,False,2017-11-24 23:55:03+00:00,@157280 Hey. We are working very hard to improve the experience for our customers. I would like to help address any account concerns you may have. Please let me know how I can help you. -Ra,,175675.0,175675
176689,157578,True,2017-11-25 00:30:32+00:00,"@116136 @comcastcares Outage in Jamaica Plain, MA 😡",176687,,176689
176687,comcastcares,False,2017-11-25 00:35:44+00:00,@157578 I'd really like to take a look at the details of the event for you. Would you please DM the full service address and phone number? -JN,176688,176689.0,176689
176688,157578,True,2017-11-25 00:36:47+00:00,@comcastcares Sent,,176687.0,176689
176691,157579,True,2017-11-25 00:28:42+00:00,@116136 why would you have a billing rep say she wouldn’t permit me to go to your office tomorrow to demand the movies I BOUGHT be out back into my service?,176690,,176691
176690,comcastcares,False,2017-11-25 00:32:29+00:00,@157579 Hello there! I'd be more than happy to look into this for you. Please DM me so I can take a look at what's going on. -AMD,,176691.0,176691
176696,157582,True,2017-11-25 00:26:04+00:00,And BAM... #Comcast speeds drop to 0.02 mbs down. Tech can't come out until Sunday morning. My equipment is working. I'm so over this shit. If Uverse is in the area I'm switching to them.,176695,,176696
176695,comcastcares,False,2017-11-25 00:28:27+00:00,@157582 I would be happy to get you up to speed! Please send a DM with your account details to begin. -KB,,176696.0,176696
176698,157583,True,2017-11-25 00:20:36+00:00,"@ComcastCares
#mobile_Care My Service is out AGAIN - at least once, every week... last week, 4 hours... now? Who knows... we have been very patient","176697,176699",,176698
176697,comcastcares,False,2017-11-25 00:27:23+00:00,@157583 I would be happy to look into this for you. Please send a DM with your address/phone so we can get started. - GW,,176698.0,176698
181354,158593,True,2017-10-04 07:06:50+00:00,"@ComcastCares: #mobile_Care
So is there a reason why I'm always lagging now? Had Comcast for 3 years and this never happened before.","181353,181355",,181354
181355,comcastcares,False,2017-10-04 16:57:54+00:00,@158593 Oh no! Please send us a direct message with your account number and full name so we can look into your service,,181354.0,181354
181353,comcastcares,False,2017-10-04 16:57:58+00:00,@158593 concern and trouble shoot from our end. -ATM,,181354.0,181354
181790,158717,True,2017-10-04 08:26:38+00:00,Nice fucking work @116136 https://t.co/sFClxUvyPP,181789,,181790
181789,comcastcares,False,2017-10-04 16:56:00+00:00,"@158717 Hi, I would be happy to help with the internet. Can you please send me a DM with your acct# or phone# so I can assist you? -CLR",,181790.0,181790
181973,158771,True,2017-10-04 05:49:51+00:00,@comcastcares i've done all trouble shooting &amp; i don't owe any money. why is my internet not working?,"181972,181974",,181973
181972,comcastcares,False,2017-10-04 16:51:58+00:00,@158771 I understand how important your services are to you and I'd like to assist with your internet concerns. Please send a DM,,181973.0,181973
181974,comcastcares,False,2017-10-04 16:52:03+00:00,"@158771 with your full name, address, and account number so I can look into this issue. Thanks! -KW",,181973.0,181973
183177,159075,True,2017-10-04 01:50:12+00:00,"@115900 Thanks for charging me $90 for internet service I cant rely on, forcing me use my @115725 hotspot at home. #DissatisfiedCustomer 👎",183175,,183177
183175,comcastcares,False,2017-10-04 04:24:31+00:00,@159075 @115900 @115725 Thank you for forwarding that info over. Can you please follow back so we can discuss via DM?  - CR,183176,183177.0,183177
183176,159075,True,2017-10-04 06:06:54+00:00,@comcastcares @115900 @115725 Just did.,,183175.0,183177
191334,160973,True,2017-10-04 01:04:25+00:00,"@comcastcares Your service sucks, your reps are even worse! Charging Fla residents for cable when they haven't had service for 2months","191333,191335,191336",,191334
191336,comcastcares,False,2017-10-04 07:26:04+00:00,"@160973 Hello, I apologize for the disruption w/ your service. Can you please send us a DM w/ your full address &amp; phone #? I'd like to",,191334.0,191334
